honors,experience,gpa,scholarship_tag,scholarship_name
2,3,3.42,16,Beasiswa BRIlian Future Scholarship
3,2,3.41,16,Beasiswa BRIlian Future Scholarship
0,4,3.7,16,Beasiswa BRIlian Future Scholarship
0,4,3.3,16,Beasiswa BRIlian Future Scholarship
2,3,3.4,16,Beasiswa BRIlian Future Scholarship
4,2,3.28,16,Beasiswa BRIlian Future Scholarship
4,2,3.86,16,Beasiswa BRIlian Future Scholarship
2,3,3.52,16,Beasiswa BRIlian Future Scholarship
2,3,3.45,16,Beasiswa BRIlian Future Scholarship
3,4,3.88,16,Beasiswa BRIlian Future Scholarship
1,3,3.84,16,Beasiswa BRIlian Future Scholarship
0,2,3.47,16,Beasiswa BRIlian Future Scholarship
2,2,3.69,16,Beasiswa BRIlian Future Scholarship
1,4,3.26,16,Beasiswa BRIlian Future Scholarship
4,3,3.65,16,Beasiswa BRIlian Future Scholarship
2,4,3.95,18,Beasiswa BSI
2,3,3.32,18,Beasiswa BSI
2,3,3.28,18,Beasiswa BSI
0,3,3.24,18,Beasiswa BSI
0,2,3.31,18,Beasiswa BSI
2,4,3.01,18,Beasiswa BSI
2,4,3.03,18,Beasiswa BSI
2,3,3.21,18,Beasiswa BSI
4,3,3.8,18,Beasiswa BSI
3,4,3.71,18,Beasiswa BSI
0,3,3.71,18,Beasiswa BSI
2,2,3.72,18,Beasiswa BSI
0,4,3.87,18,Beasiswa BSI
2,2,3.3,18,Beasiswa BSI
0,4,3.16,18,Beasiswa BSI
0,3,3.68,18,Beasiswa BSI
2,3,3.61,18,Beasiswa BSI
0,4,3.87,18,Beasiswa BSI
0,4,3.4,18,Beasiswa BSI
2,4,3.52,18,Beasiswa BSI
0,3,3.37,18,Beasiswa BSI
2,4,3.76,18,Beasiswa BSI
0,4,3.64,18,Beasiswa BSI
0,3,3.04,18,Beasiswa BSI
1,4,3.95,18,Beasiswa BSI
0,3,3.16,18,Beasiswa BSI
2,4,3.34,18,Beasiswa BSI
0,4,3.3,18,Beasiswa BSI
0,4,3.67,18,Beasiswa BSI
0,4,3.6,18,Beasiswa BSI
0,4,3.38,18,Beasiswa BSI
2,3,3.93,18,Beasiswa BSI
0,4,3.71,18,Beasiswa BSI
2,3,3.23,18,Beasiswa BSI
4,4,3.06,18,Beasiswa BSI
3,3,3.13,18,Beasiswa BSI
1,4,3.2,18,Beasiswa BSI
1,2,3.14,18,Beasiswa BSI
0,3,3.39,18,Beasiswa BSI
2,4,3.68,18,Beasiswa BSI
0,2,3.37,18,Beasiswa BSI
2,4,3.1,18,Beasiswa BSI
1,2,3.8,18,Beasiswa BSI
2,3,3.26,18,Beasiswa BSI
0,3,3.47,18,Beasiswa BSI
2,4,3.97,18,Beasiswa BSI
2,4,3.45,18,Beasiswa BSI
2,2,3.77,18,Beasiswa BSI
2,3,3.96,18,Beasiswa BSI
2,3,3.88,18,Beasiswa BSI
2,4,3.77,18,Beasiswa BSI
2,3,3.02,18,Beasiswa BSI
0,3,3.77,18,Beasiswa BSI
3,2,3.73,18,Beasiswa BSI
0,4,3.73,18,Beasiswa BSI
2,4,3.24,18,Beasiswa BSI
0,3,3.37,18,Beasiswa BSI
1,2,3.63,18,Beasiswa BSI
0,3,3.85,18,Beasiswa BSI
2,2,3.79,18,Beasiswa BSI
2,3,3.78,18,Beasiswa BSI
0,2,3.85,18,Beasiswa BSI
0,3,3.88,18,Beasiswa BSI
2,3,3.09,18,Beasiswa BSI
0,4,3.24,18,Beasiswa BSI
0,4,3.16,18,Beasiswa BSI
0,3,3.58,18,Beasiswa BSI
2,3,3.37,18,Beasiswa BSI
2,3,3.4,18,Beasiswa BSI
0,3,3.57,18,Beasiswa BSI
1,4,3.97,18,Beasiswa BSI
2,4,3.52,18,Beasiswa BSI
0,3,3.09,18,Beasiswa BSI
2,3,3.22,18,Beasiswa BSI
0,3,3.16,18,Beasiswa BSI
0,3,3.44,18,Beasiswa BSI
2,4,3.71,18,Beasiswa BSI
0,4,3.66,18,Beasiswa BSI
0,4,3.47,18,Beasiswa BSI
4,4,3.38,18,Beasiswa BSI
2,4,3.32,18,Beasiswa BSI
2,3,3.85,18,Beasiswa BSI
0,3,3.26,18,Beasiswa BSI
0,3,3.39,18,Beasiswa BSI
0,3,3.09,18,Beasiswa BSI
4,2,3.28,18,Beasiswa BSI
0,4,3.11,18,Beasiswa BSI
1,3,3.49,18,Beasiswa BSI
0,3,3.79,18,Beasiswa BSI
2,3,3.26,18,Beasiswa BSI
2,3,3.41,18,Beasiswa BSI
1,3,3.5,18,Beasiswa BSI
3,3,3.97,18,Beasiswa BSI
0,4,3.92,18,Beasiswa BSI
0,4,3.29,18,Beasiswa BSI
0,3,3.05,18,Beasiswa BSI
1,4,3.39,18,Beasiswa BSI
0,2,3.51,18,Beasiswa BSI
0,4,3.32,18,Beasiswa BSI
0,4,3.1,18,Beasiswa BSI
2,3,3.78,18,Beasiswa BSI
0,3,3.28,18,Beasiswa BSI
2,2,3.51,18,Beasiswa BSI
0,4,3.24,18,Beasiswa BSI
0,3,3.52,18,Beasiswa BSI
2,4,3.8,18,Beasiswa BSI
0,3,3.5,18,Beasiswa BSI
3,4,3.19,18,Beasiswa BSI
0,3,3.3,18,Beasiswa BSI
2,3,3.54,18,Beasiswa BSI
2,4,3.93,18,Beasiswa BSI
2,3,3.41,18,Beasiswa BSI
1,3,3.15,18,Beasiswa BSI
2,3,3.77,18,Beasiswa BSI
2,2,3.39,18,Beasiswa BSI
0,3,3.56,18,Beasiswa BSI
2,4,3.01,18,Beasiswa BSI
2,4,3.77,18,Beasiswa BSI
2,3,3.86,18,Beasiswa BSI
3,3,3.6,18,Beasiswa BSI
4,3,3.97,18,Beasiswa BSI
2,4,3.27,18,Beasiswa BSI
2,3,3.48,18,Beasiswa BSI
2,4,3.14,18,Beasiswa BSI
2,3,3.28,18,Beasiswa BSI
0,3,3.43,18,Beasiswa BSI
3,4,3.8,18,Beasiswa BSI
4,3,3.98,18,Beasiswa BSI
0,3,3.89,18,Beasiswa BSI
2,4,3.92,18,Beasiswa BSI
4,3,3.84,18,Beasiswa BSI
3,3,3.3,18,Beasiswa BSI
1,4,3.86,18,Beasiswa BSI
4,3,3.77,18,Beasiswa BSI
1,3,3.24,18,Beasiswa BSI
0,4,3.87,18,Beasiswa BSI
0,4,3.57,18,Beasiswa BSI
2,3,3.8,18,Beasiswa BSI
2,3,3.93,18,Beasiswa BSI
2,4,3.15,18,Beasiswa BSI
2,4,3.42,18,Beasiswa BSI
0,4,3.94,18,Beasiswa BSI
2,3,3.81,18,Beasiswa BSI
2,3,3.03,18,Beasiswa BSI
2,3,3.9,18,Beasiswa BSI
0,4,3.26,18,Beasiswa BSI
2,3,3.06,18,Beasiswa BSI
0,4,3.1,18,Beasiswa BSI
0,3,3.49,18,Beasiswa BSI
3,4,3.34,18,Beasiswa BSI
0,4,3.82,18,Beasiswa BSI
2,2,3.96,18,Beasiswa BSI
0,4,3.38,18,Beasiswa BSI
2,4,3.46,18,Beasiswa BSI
0,4,3.04,18,Beasiswa BSI
0,3,3.6,18,Beasiswa BSI
0,2,3.81,18,Beasiswa BSI
0,3,3.11,18,Beasiswa BSI
4,4,3.43,18,Beasiswa BSI
0,3,3.17,18,Beasiswa BSI
2,4,3.87,18,Beasiswa BSI
0,3,3.62,18,Beasiswa BSI
2,3,3.12,18,Beasiswa BSI
1,3,3.72,18,Beasiswa BSI
2,3,3.38,18,Beasiswa BSI
2,3,3.38,18,Beasiswa BSI
4,3,3.69,18,Beasiswa BSI
2,3,3.65,18,Beasiswa BSI
0,4,3.25,18,Beasiswa BSI
3,2,3.78,18,Beasiswa BSI
0,3,3.73,18,Beasiswa BSI
2,3,3.75,18,Beasiswa BSI
0,3,3.33,18,Beasiswa BSI
2,3,3.31,18,Beasiswa BSI
0,3,3.03,18,Beasiswa BSI
3,3,3.34,18,Beasiswa BSI
0,3,3.8,18,Beasiswa BSI
0,4,3.6,18,Beasiswa BSI
1,3,3.23,18,Beasiswa BSI
2,4,3.59,18,Beasiswa BSI
2,2,3.94,18,Beasiswa BSI
4,4,3.24,18,Beasiswa BSI
0,3,3.98,18,Beasiswa BSI
2,4,3.19,18,Beasiswa BSI
0,4,3.73,18,Beasiswa BSI
2,4,3.94,18,Beasiswa BSI
0,4,3.27,18,Beasiswa BSI
2,3,3.2,18,Beasiswa BSI
4,3,3.88,18,Beasiswa BSI
0,4,3.13,18,Beasiswa BSI
0,3,3.92,18,Beasiswa BSI
2,4,3.23,18,Beasiswa BSI
1,4,3.7,18,Beasiswa BSI
2,3,3.6,18,Beasiswa BSI
0,3,3.76,18,Beasiswa BSI
0,4,3.09,18,Beasiswa BSI
0,3,3.67,18,Beasiswa BSI
2,3,3.36,18,Beasiswa BSI
0,3,3.47,18,Beasiswa BSI
0,4,3.91,18,Beasiswa BSI
2,3,3.99,18,Beasiswa BSI
0,4,3.93,18,Beasiswa BSI
1,3,3.18,18,Beasiswa BSI
0,3,3.6,18,Beasiswa BSI
0,4,3.06,18,Beasiswa BSI
0,3,3.39,18,Beasiswa BSI
0,3,3.46,18,Beasiswa BSI
0,3,3.53,18,Beasiswa BSI
4,2,3.99,18,Beasiswa BSI
2,3,3.59,18,Beasiswa BSI
0,3,3.19,18,Beasiswa BSI
2,4,3.74,18,Beasiswa BSI
2,3,3.96,18,Beasiswa BSI
0,3,3.4,18,Beasiswa BSI
2,4,3.51,18,Beasiswa BSI
2,4,3.71,18,Beasiswa BSI
0,2,3.75,18,Beasiswa BSI
2,3,3.61,18,Beasiswa BSI
2,3,3.06,18,Beasiswa BSI
4,3,3.54,18,Beasiswa BSI
2,3,3.54,18,Beasiswa BSI
2,3,3.81,18,Beasiswa BSI
2,4,3.15,18,Beasiswa BSI
2,2,3.91,18,Beasiswa BSI
2,3,3.55,18,Beasiswa BSI
1,3,3.83,18,Beasiswa BSI
0,3,3.95,18,Beasiswa BSI
2,3,3.65,18,Beasiswa BSI
2,4,3.09,18,Beasiswa BSI
0,3,3.81,18,Beasiswa BSI
1,3,3.91,18,Beasiswa BSI
1,3,3.93,18,Beasiswa BSI
3,2,3.95,18,Beasiswa BSI
0,2,3.35,18,Beasiswa BSI
1,3,3.92,18,Beasiswa BSI
2,3,3.56,18,Beasiswa BSI
2,3,3.46,18,Beasiswa BSI
2,3,3.6,18,Beasiswa BSI
0,3,3.45,18,Beasiswa BSI
2,3,3.65,18,Beasiswa BSI
0,3,3.56,18,Beasiswa BSI
4,3,3.17,18,Beasiswa BSI
0,4,3.15,18,Beasiswa BSI
0,4,3.11,18,Beasiswa BSI
2,4,3.92,18,Beasiswa BSI
2,4,3.34,18,Beasiswa BSI
0,3,3.93,18,Beasiswa BSI
2,3,3.22,18,Beasiswa BSI
0,3,3.02,18,Beasiswa BSI
0,3,3.79,18,Beasiswa BSI
0,4,3.73,18,Beasiswa BSI
0,2,3.61,18,Beasiswa BSI
0,4,3.13,18,Beasiswa BSI
0,3,3.51,18,Beasiswa BSI
0,4,3.33,18,Beasiswa BSI
0,4,3.07,18,Beasiswa BSI
2,3,3.09,18,Beasiswa BSI
4,3,3.79,18,Beasiswa BSI
0,4,3.17,18,Beasiswa BSI
2,4,3.28,18,Beasiswa BSI
2,2,3.63,18,Beasiswa BSI
2,3,3.57,18,Beasiswa BSI
2,4,3.91,18,Beasiswa BSI
3,3,3.23,18,Beasiswa BSI
0,4,3.15,18,Beasiswa BSI
0,2,3.74,18,Beasiswa BSI
0,3,3.22,18,Beasiswa BSI
1,4,3.59,18,Beasiswa BSI
0,4,3.34,18,Beasiswa BSI
0,4,4.0,18,Beasiswa BSI
0,2,3.81,18,Beasiswa BSI
2,4,3.66,18,Beasiswa BSI
0,4,3.29,18,Beasiswa BSI
2,4,3.05,18,Beasiswa BSI
3,4,3.36,18,Beasiswa BSI
0,4,3.85,18,Beasiswa BSI
2,4,3.03,18,Beasiswa BSI
0,4,3.27,18,Beasiswa BSI
1,3,3.21,18,Beasiswa BSI
3,4,3.91,18,Beasiswa BSI
1,4,3.95,18,Beasiswa BSI
4,4,3.38,18,Beasiswa BSI
0,3,3.23,18,Beasiswa BSI
2,3,3.59,18,Beasiswa BSI
0,3,3.76,18,Beasiswa BSI
3,3,3.7,18,Beasiswa BSI
0,3,3.87,18,Beasiswa BSI
0,4,3.79,18,Beasiswa BSI
2,4,3.24,18,Beasiswa BSI
0,4,3.09,18,Beasiswa BSI
0,3,3.04,18,Beasiswa BSI
0,3,3.17,18,Beasiswa BSI
0,4,3.98,18,Beasiswa BSI
2,4,3.72,18,Beasiswa BSI
0,2,3.43,18,Beasiswa BSI
0,4,3.88,18,Beasiswa BSI
2,3,3.29,18,Beasiswa BSI
2,4,3.5,18,Beasiswa BSI
2,3,3.36,18,Beasiswa BSI
2,4,3.81,18,Beasiswa BSI
4,3,3.98,18,Beasiswa BSI
1,3,3.7,18,Beasiswa BSI
2,3,3.78,18,Beasiswa BSI
0,3,3.24,18,Beasiswa BSI
0,3,3.42,18,Beasiswa BSI
2,3,3.89,18,Beasiswa BSI
2,4,3.24,18,Beasiswa BSI
2,4,3.04,18,Beasiswa BSI
0,2,3.16,18,Beasiswa BSI
2,4,3.11,18,Beasiswa BSI
0,4,3.16,18,Beasiswa BSI
2,4,3.01,18,Beasiswa BSI
0,4,3.46,18,Beasiswa BSI
4,4,3.57,18,Beasiswa BSI
0,3,3.97,18,Beasiswa BSI
2,4,3.27,18,Beasiswa BSI
0,4,3.47,18,Beasiswa BSI
2,2,3.64,18,Beasiswa BSI
3,2,3.5,18,Beasiswa BSI
0,4,3.65,18,Beasiswa BSI
1,3,3.04,18,Beasiswa BSI
0,4,3.45,18,Beasiswa BSI
2,3,3.71,18,Beasiswa BSI
0,4,3.84,18,Beasiswa BSI
2,3,3.01,18,Beasiswa BSI
0,3,3.99,18,Beasiswa BSI
0,3,3.73,18,Beasiswa BSI
2,2,3.23,18,Beasiswa BSI
0,3,3.34,18,Beasiswa BSI
0,3,3.89,18,Beasiswa BSI
1,3,3.23,18,Beasiswa BSI
0,4,3.36,18,Beasiswa BSI
0,3,3.62,18,Beasiswa BSI
0,4,3.22,18,Beasiswa BSI
2,4,3.1,18,Beasiswa BSI
1,3,3.81,18,Beasiswa BSI
2,3,3.04,18,Beasiswa BSI
2,3,3.23,18,Beasiswa BSI
0,3,3.61,18,Beasiswa BSI
2,4,3.91,18,Beasiswa BSI
0,3,3.84,18,Beasiswa BSI
3,4,3.53,18,Beasiswa BSI
0,3,3.24,18,Beasiswa BSI
2,3,3.54,18,Beasiswa BSI
0,4,3.05,18,Beasiswa BSI
2,2,3.65,18,Beasiswa BSI
2,3,3.4,18,Beasiswa BSI
1,4,4.0,18,Beasiswa BSI
2,3,3.59,18,Beasiswa BSI
2,4,3.22,18,Beasiswa BSI
2,3,3.32,18,Beasiswa BSI
1,4,3.55,18,Beasiswa BSI
2,3,3.15,18,Beasiswa BSI
2,3,3.59,18,Beasiswa BSI
2,3,3.06,18,Beasiswa BSI
4,4,3.4,18,Beasiswa BSI
0,4,3.43,18,Beasiswa BSI
2,4,3.82,18,Beasiswa BSI
0,3,3.21,18,Beasiswa BSI
2,3,3.33,18,Beasiswa BSI
2,3,3.35,18,Beasiswa BSI
0,3,3.8,18,Beasiswa BSI
0,4,3.95,18,Beasiswa BSI
0,3,3.86,18,Beasiswa BSI
0,3,3.7,18,Beasiswa BSI
0,4,3.77,18,Beasiswa BSI
3,3,3.64,18,Beasiswa BSI
3,3,3.42,18,Beasiswa BSI
2,3,3.9,18,Beasiswa BSI
2,3,3.71,18,Beasiswa BSI
0,4,3.91,18,Beasiswa BSI
4,4,3.19,18,Beasiswa BSI
0,4,3.88,18,Beasiswa BSI
2,4,3.94,18,Beasiswa BSI
2,2,3.2,18,Beasiswa BSI
3,3,3.89,18,Beasiswa BSI
2,4,3.7,18,Beasiswa BSI
2,2,3.0,18,Beasiswa BSI
2,3,3.18,18,Beasiswa BSI
0,3,3.01,18,Beasiswa BSI
2,3,3.04,18,Beasiswa BSI
0,3,3.24,18,Beasiswa BSI
2,4,3.89,18,Beasiswa BSI
0,2,3.92,18,Beasiswa BSI
0,3,3.31,18,Beasiswa BSI
3,4,3.07,18,Beasiswa BSI
0,3,3.56,18,Beasiswa BSI
1,3,3.45,18,Beasiswa BSI
0,4,3.65,18,Beasiswa BSI
1,4,3.29,18,Beasiswa BSI
2,4,3.42,18,Beasiswa BSI
0,3,3.16,18,Beasiswa BSI
2,3,3.22,18,Beasiswa BSI
2,4,3.63,18,Beasiswa BSI
2,4,3.03,18,Beasiswa BSI
0,3,3.11,18,Beasiswa BSI
2,3,3.97,18,Beasiswa BSI
2,3,3.39,18,Beasiswa BSI
0,2,3.28,18,Beasiswa BSI
2,3,3.94,18,Beasiswa BSI
0,3,3.02,18,Beasiswa BSI
0,3,3.66,18,Beasiswa BSI
0,4,3.71,18,Beasiswa BSI
0,3,3.18,18,Beasiswa BSI
2,2,3.72,18,Beasiswa BSI
2,4,3.22,18,Beasiswa BSI
0,4,3.56,18,Beasiswa BSI
1,3,3.5,18,Beasiswa BSI
3,4,3.07,18,Beasiswa BSI
1,3,3.01,18,Beasiswa BSI
1,3,3.44,18,Beasiswa BSI
0,3,3.06,18,Beasiswa BSI
3,4,3.97,18,Beasiswa BSI
0,4,3.4,18,Beasiswa BSI
0,3,3.82,18,Beasiswa BSI
0,4,3.74,18,Beasiswa BSI
2,3,3.98,18,Beasiswa BSI
2,2,3.34,18,Beasiswa BSI
0,3,3.54,18,Beasiswa BSI
2,4,3.38,18,Beasiswa BSI
2,3,3.12,18,Beasiswa BSI
0,4,3.65,18,Beasiswa BSI
0,3,3.12,18,Beasiswa BSI
1,2,3.36,18,Beasiswa BSI
2,4,3.45,18,Beasiswa BSI
2,4,3.78,18,Beasiswa BSI
0,3,3.71,18,Beasiswa BSI
0,2,3.73,18,Beasiswa BSI
2,4,3.35,18,Beasiswa BSI
2,3,3.36,18,Beasiswa BSI
0,4,3.39,18,Beasiswa BSI
2,4,3.21,18,Beasiswa BSI
0,4,3.89,18,Beasiswa BSI
2,3,3.41,18,Beasiswa BSI
1,4,3.28,18,Beasiswa BSI
2,4,3.71,18,Beasiswa BSI
2,4,3.28,18,Beasiswa BSI
2,2,3.51,18,Beasiswa BSI
0,4,3.2,18,Beasiswa BSI
2,3,3.71,18,Beasiswa BSI
0,4,3.6,18,Beasiswa BSI
0,3,3.68,18,Beasiswa BSI
3,4,3.27,18,Beasiswa BSI
2,3,3.7,18,Beasiswa BSI
2,2,3.1,18,Beasiswa BSI
0,4,3.94,18,Beasiswa BSI
2,3,3.31,18,Beasiswa BSI
3,4,3.44,18,Beasiswa BSI
2,4,3.71,18,Beasiswa BSI
2,4,3.73,18,Beasiswa BSI
0,4,3.49,18,Beasiswa BSI
0,3,3.79,18,Beasiswa BSI
0,3,3.1,18,Beasiswa BSI
0,4,3.3,18,Beasiswa BSI
0,3,3.97,18,Beasiswa BSI
2,3,3.41,18,Beasiswa BSI
0,4,3.04,18,Beasiswa BSI
2,4,3.57,18,Beasiswa BSI
0,3,3.01,18,Beasiswa BSI
4,3,3.78,18,Beasiswa BSI
1,3,3.88,18,Beasiswa BSI
0,4,3.73,18,Beasiswa BSI
2,2,3.47,18,Beasiswa BSI
1,4,3.43,18,Beasiswa BSI
2,3,3.41,18,Beasiswa BSI
0,2,3.28,18,Beasiswa BSI
0,3,3.27,18,Beasiswa BSI
3,3,3.51,18,Beasiswa BSI
0,4,3.31,18,Beasiswa BSI
2,4,3.29,18,Beasiswa BSI
2,4,3.75,18,Beasiswa BSI
2,4,3.67,18,Beasiswa BSI
0,4,3.21,18,Beasiswa BSI
3,3,3.64,18,Beasiswa BSI
2,3,3.38,18,Beasiswa BSI
2,3,3.57,18,Beasiswa BSI
2,3,3.46,18,Beasiswa BSI
2,3,3.12,18,Beasiswa BSI
2,4,3.15,18,Beasiswa BSI
2,3,3.1,18,Beasiswa BSI
2,4,3.24,18,Beasiswa BSI
2,4,3.36,18,Beasiswa BSI
0,4,3.77,18,Beasiswa BSI
2,4,3.32,18,Beasiswa BSI
2,3,3.37,18,Beasiswa BSI
0,4,3.28,18,Beasiswa BSI
2,4,3.48,18,Beasiswa BSI
2,2,3.36,18,Beasiswa BSI
2,3,3.15,18,Beasiswa BSI
3,4,3.33,18,Beasiswa BSI
2,3,3.15,18,Beasiswa BSI
2,3,3.39,18,Beasiswa BSI
2,4,3.85,18,Beasiswa BSI
0,3,3.82,18,Beasiswa BSI
1,3,3.48,18,Beasiswa BSI
2,4,3.12,18,Beasiswa BSI
0,4,3.93,18,Beasiswa BSI
0,4,3.5,18,Beasiswa BSI
2,4,3.13,18,Beasiswa BSI
0,3,3.27,18,Beasiswa BSI
2,4,3.59,18,Beasiswa BSI
0,3,3.5,18,Beasiswa BSI
0,3,3.48,18,Beasiswa BSI
0,3,3.81,18,Beasiswa BSI
0,4,3.17,18,Beasiswa BSI
2,2,3.55,18,Beasiswa BSI
0,3,3.51,18,Beasiswa BSI
0,4,3.61,18,Beasiswa BSI
3,4,3.57,18,Beasiswa BSI
2,3,3.17,18,Beasiswa BSI
0,4,3.04,18,Beasiswa BSI
2,3,3.23,18,Beasiswa BSI
2,3,3.07,18,Beasiswa BSI
0,4,3.16,18,Beasiswa BSI
0,3,3.85,18,Beasiswa BSI
0,3,3.67,18,Beasiswa BSI
2,4,3.03,18,Beasiswa BSI
0,4,3.44,18,Beasiswa BSI
0,3,3.01,18,Beasiswa BSI
2,3,3.33,18,Beasiswa BSI
0,4,3.28,18,Beasiswa BSI
2,4,3.29,18,Beasiswa BSI
3,3,3.92,18,Beasiswa BSI
2,4,3.66,18,Beasiswa BSI
3,4,3.48,18,Beasiswa BSI
2,3,3.5,18,Beasiswa BSI
2,3,3.01,18,Beasiswa BSI
0,4,3.15,18,Beasiswa BSI
2,4,3.13,18,Beasiswa BSI
4,3,3.94,18,Beasiswa BSI
2,2,3.56,18,Beasiswa BSI
2,3,3.37,18,Beasiswa BSI
0,3,3.06,18,Beasiswa BSI
2,4,3.75,18,Beasiswa BSI
0,4,3.07,18,Beasiswa BSI
2,3,3.27,18,Beasiswa BSI
0,3,3.08,18,Beasiswa BSI
2,3,3.06,18,Beasiswa BSI
2,4,3.8,18,Beasiswa BSI
0,4,3.36,18,Beasiswa BSI
2,2,3.27,18,Beasiswa BSI
3,3,3.82,18,Beasiswa BSI
4,4,3.09,18,Beasiswa BSI
3,3,3.26,18,Beasiswa BSI
0,4,3.99,18,Beasiswa BSI
2,2,3.33,18,Beasiswa BSI
4,3,3.31,18,Beasiswa BSI
4,3,3.04,18,Beasiswa BSI
0,2,3.55,18,Beasiswa BSI
0,3,3.06,18,Beasiswa BSI
1,3,3.85,18,Beasiswa BSI
4,2,3.06,18,Beasiswa BSI
2,3,3.52,18,Beasiswa BSI
2,3,3.44,18,Beasiswa BSI
1,3,3.59,18,Beasiswa BSI
2,4,3.64,18,Beasiswa BSI
0,4,3.36,18,Beasiswa BSI
0,3,3.73,18,Beasiswa BSI
0,3,3.2,18,Beasiswa BSI
4,2,3.23,18,Beasiswa BSI
4,3,3.62,18,Beasiswa BSI
1,4,3.3,18,Beasiswa BSI
2,4,3.32,18,Beasiswa BSI
1,3,3.1,18,Beasiswa BSI
2,3,3.41,18,Beasiswa BSI
0,3,3.01,18,Beasiswa BSI
2,3,3.91,18,Beasiswa BSI
2,3,3.93,18,Beasiswa BSI
0,3,3.98,18,Beasiswa BSI
0,3,3.36,18,Beasiswa BSI
2,4,3.17,18,Beasiswa BSI
0,4,3.49,18,Beasiswa BSI
2,3,3.83,18,Beasiswa BSI
2,4,3.16,18,Beasiswa BSI
0,3,3.78,18,Beasiswa BSI
1,3,3.24,18,Beasiswa BSI
1,4,3.61,18,Beasiswa BSI
2,4,3.37,18,Beasiswa BSI
0,3,3.52,18,Beasiswa BSI
0,3,3.43,18,Beasiswa BSI
0,4,3.54,18,Beasiswa BSI
2,3,3.68,18,Beasiswa BSI
1,4,3.22,18,Beasiswa BSI
0,3,3.26,18,Beasiswa BSI
0,3,3.32,18,Beasiswa BSI
0,4,3.03,18,Beasiswa BSI
2,4,3.52,18,Beasiswa BSI
0,3,3.11,18,Beasiswa BSI
3,4,3.37,18,Beasiswa BSI
2,3,3.39,18,Beasiswa BSI
0,3,4.0,18,Beasiswa BSI
2,3,3.54,18,Beasiswa BSI
2,4,3.96,18,Beasiswa BSI
2,3,3.61,18,Beasiswa BSI
1,4,3.94,18,Beasiswa BSI
0,4,3.32,18,Beasiswa BSI
2,2,3.56,18,Beasiswa BSI
2,4,3.96,18,Beasiswa BSI
2,3,3.3,18,Beasiswa BSI
2,3,3.34,18,Beasiswa BSI
3,3,3.46,18,Beasiswa BSI
2,4,3.02,18,Beasiswa BSI
4,4,3.36,18,Beasiswa BSI
2,3,3.28,18,Beasiswa BSI
2,3,3.16,18,Beasiswa BSI
1,3,3.3,18,Beasiswa BSI
2,4,3.51,18,Beasiswa BSI
2,3,3.44,18,Beasiswa BSI
2,3,3.87,18,Beasiswa BSI
3,4,3.96,18,Beasiswa BSI
2,4,3.53,18,Beasiswa BSI
0,3,3.31,18,Beasiswa BSI
0,2,3.16,18,Beasiswa BSI
1,3,3.74,18,Beasiswa BSI
0,4,3.63,18,Beasiswa BSI
2,3,3.59,18,Beasiswa BSI
0,4,3.57,18,Beasiswa BSI
0,3,3.48,18,Beasiswa BSI
0,4,3.75,18,Beasiswa BSI
0,3,3.35,18,Beasiswa BSI
3,4,3.8,18,Beasiswa BSI
1,4,3.72,18,Beasiswa BSI
0,2,3.81,18,Beasiswa BSI
2,4,3.08,18,Beasiswa BSI
0,3,3.29,18,Beasiswa BSI
0,4,3.16,18,Beasiswa BSI
2,4,3.98,18,Beasiswa BSI
0,3,3.95,18,Beasiswa BSI
0,4,3.82,18,Beasiswa BSI
2,4,3.08,18,Beasiswa BSI
1,4,3.7,18,Beasiswa BSI
2,4,3.4,18,Beasiswa BSI
0,3,3.17,18,Beasiswa BSI
2,4,3.54,18,Beasiswa BSI
0,3,3.6,18,Beasiswa BSI
0,3,3.09,18,Beasiswa BSI
4,4,3.26,18,Beasiswa BSI
2,4,3.93,18,Beasiswa BSI
0,2,3.68,18,Beasiswa BSI
0,4,3.97,18,Beasiswa BSI
3,3,3.49,18,Beasiswa BSI
0,3,3.25,18,Beasiswa BSI
2,2,3.64,18,Beasiswa BSI
2,4,3.2,18,Beasiswa BSI
4,3,3.22,18,Beasiswa BSI
2,4,3.68,18,Beasiswa BSI
0,4,3.25,18,Beasiswa BSI
2,3,3.81,18,Beasiswa BSI
2,3,3.56,18,Beasiswa BSI
2,4,3.74,18,Beasiswa BSI
0,3,3.86,18,Beasiswa BSI
0,4,3.31,18,Beasiswa BSI
0,4,3.57,18,Beasiswa BSI
2,3,3.98,18,Beasiswa BSI
0,3,3.96,18,Beasiswa BSI
0,3,3.17,18,Beasiswa BSI
0,4,3.19,18,Beasiswa BSI
0,3,3.92,18,Beasiswa BSI
2,3,3.64,18,Beasiswa BSI
0,3,3.75,18,Beasiswa BSI
0,3,3.93,18,Beasiswa BSI
0,3,3.61,18,Beasiswa BSI
0,4,3.07,18,Beasiswa BSI
0,3,3.13,18,Beasiswa BSI
4,4,3.12,18,Beasiswa BSI
2,4,3.06,18,Beasiswa BSI
0,4,3.23,18,Beasiswa BSI
2,4,3.19,18,Beasiswa BSI
2,4,3.95,18,Beasiswa BSI
0,4,3.89,18,Beasiswa BSI
0,3,3.73,18,Beasiswa BSI
3,4,3.71,18,Beasiswa BSI
1,4,3.79,18,Beasiswa BSI
2,3,3.72,18,Beasiswa BSI
4,3,3.02,18,Beasiswa BSI
2,4,3.59,18,Beasiswa BSI
1,4,3.56,18,Beasiswa BSI
