Volunteers,Internships,National_Honor,National_Top3,International_Honor,International_Top3,Certification,Professional_Certification,Scholarship_Type,Scholarship_Name,GPA
25,1,3,0,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.32
9,6,2,1,0,0,3,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.26
26,6,1,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
9,2,2,0,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.4
12,3,0,1,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.91
18,4,1,1,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.44
23,2,4,0,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.7
15,1,0,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.63
17,1,3,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.25
16,2,4,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.26
11,0,3,0,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.59
16,2,0,0,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.31
23,0,4,0,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
26,8,2,1,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.57
14,0,4,1,0,0,8,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.89
21,6,1,0,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.9
18,7,4,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.81
25,8,3,0,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.43
10,4,2,1,0,0,4,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.87
16,7,2,0,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.66
13,5,1,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.37
14,7,3,1,0,0,3,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.82
25,4,3,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.56
14,1,0,1,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
11,7,0,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.31
13,5,4,1,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.37
19,7,4,1,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
25,7,0,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.38
15,1,3,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.75
11,4,2,1,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.28
24,3,1,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.67
25,1,2,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.38
16,2,3,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.34
19,4,2,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.31
14,8,2,0,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.55
13,5,3,0,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.77
11,7,3,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.88
10,1,4,0,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.72
13,3,0,0,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.32
8,5,0,0,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.89
22,3,1,1,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.68
8,4,4,0,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.32
23,7,3,1,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.8
8,2,3,1,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.64
26,3,3,0,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.76
8,8,1,0,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.9
16,3,0,0,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.92
22,2,4,0,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.41
8,4,1,1,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.95
22,7,4,1,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.59
26,1,1,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.56
24,8,0,1,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.64
12,3,2,1,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.3
16,8,3,1,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.8
13,8,4,0,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.73
24,0,1,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.91
19,1,2,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.57
25,6,0,1,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.43
9,5,1,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.38
21,6,0,0,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.33
13,6,2,1,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.84
10,3,1,0,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.54
8,2,4,0,0,0,8,1,[1],['Beasiswa BRI BRILiaN Scholarship'],4.0
12,3,4,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.64
26,5,2,1,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.84
25,2,0,1,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.89
8,4,2,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.41
11,2,2,1,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.7
11,4,3,0,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.44
15,0,1,1,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.45
19,6,2,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.29
25,3,2,1,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.43
11,3,4,1,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.35
25,8,0,1,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.49
14,5,4,1,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.72
17,2,3,1,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.96
15,8,3,0,0,0,8,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.96
10,6,3,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.44
14,5,0,1,0,0,3,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.88
23,4,4,0,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.89
8,2,3,0,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.63
23,1,1,0,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.66
11,3,0,1,0,0,3,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.36
23,6,3,0,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.28
14,6,2,0,0,0,3,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.41
20,5,4,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.53
25,3,1,0,0,0,2,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.26
24,3,4,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.25
11,4,0,0,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.9
21,6,2,0,0,0,2,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.98
13,4,1,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.54
25,1,2,1,0,0,8,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.55
11,8,1,1,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.69
16,2,0,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.76
22,6,4,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.34
18,7,4,1,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.65
14,7,1,1,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.52
16,3,1,0,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.49
23,2,1,0,0,0,4,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.86
22,7,0,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.8
24,7,3,0,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.48
12,7,0,0,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.96
24,7,0,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.87
16,4,1,1,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.77
10,5,4,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.99
25,5,3,1,0,0,4,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.59
20,1,2,1,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.46
23,4,2,1,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.84
9,2,1,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.96
16,2,2,0,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.54
24,7,0,0,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.75
11,1,2,1,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.92
19,6,0,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.96
23,3,4,1,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.25
24,6,0,1,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.64
9,7,2,0,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.53
25,6,2,0,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.47
25,2,4,0,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
24,3,0,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.54
13,6,0,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.57
22,1,4,0,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.38
19,7,0,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.52
9,2,0,1,0,0,2,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.74
24,8,3,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.98
21,8,0,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.89
20,6,4,1,0,0,3,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
26,8,3,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.89
18,1,3,1,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.8
18,5,3,1,0,0,3,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.81
16,0,0,0,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.92
26,0,0,1,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],4.0
20,3,1,1,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],4.0
20,7,0,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.51
13,4,4,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.52
9,4,4,1,0,0,8,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
14,8,0,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.46
9,2,1,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.66
26,3,2,1,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.46
24,2,2,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.77
17,2,4,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],4.0
11,0,4,0,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.7
9,7,4,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.43
12,0,0,0,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.42
17,4,2,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.33
10,1,4,0,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
13,7,2,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.81
16,1,2,0,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.36
24,8,3,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.3
11,1,2,0,0,0,4,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.88
16,2,2,0,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.27
26,8,2,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.43
22,0,0,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.45
15,4,0,1,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.33
10,5,2,0,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.66
8,5,3,0,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.83
16,0,0,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.98
24,4,0,0,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.59
13,3,4,0,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.33
19,7,4,1,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.88
12,4,1,1,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.81
9,2,2,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.54
9,8,2,1,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.67
13,0,2,0,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.6
8,0,4,1,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.87
26,4,4,0,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.75
20,4,3,1,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.31
12,3,0,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.4
18,8,2,1,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.41
14,7,3,1,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.88
24,0,1,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.33
16,6,1,1,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.5
12,0,4,1,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.73
18,8,0,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.31
24,4,2,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.72
16,1,4,0,0,0,2,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.33
19,0,3,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.34
11,1,3,0,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
26,4,2,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.56
12,0,0,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.47
26,8,4,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.47
17,5,3,1,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.95
12,5,2,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.62
22,4,4,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.71
15,6,4,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.36
10,1,1,0,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.45
15,5,0,0,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.32
11,0,2,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.48
18,1,3,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.86
17,8,1,1,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.3
23,1,3,0,0,0,4,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.62
13,2,0,0,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.98
25,5,2,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.68
26,3,3,1,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.3
12,0,2,1,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
16,3,3,0,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.63
20,5,4,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.42
24,7,0,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.77
17,5,1,0,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
9,1,4,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.96
16,0,0,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.69
11,4,1,1,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.82
26,4,0,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.6
13,0,4,0,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.45
11,2,2,1,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.81
17,2,3,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.42
16,3,1,0,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.58
18,2,3,1,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.98
16,3,1,0,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.76
10,6,2,0,0,0,4,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.43
16,8,2,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.49
22,6,3,1,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
22,5,4,0,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.98
26,3,3,1,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.46
16,4,0,1,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.75
24,1,4,1,0,0,5,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.8
15,3,3,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.44
20,7,4,0,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.35
22,4,3,1,0,0,3,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.6
10,3,3,0,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.91
18,2,1,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.99
15,8,3,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.3
19,7,0,0,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.5
12,7,1,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
23,0,0,0,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.93
14,0,1,1,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.42
26,4,0,0,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.94
17,0,0,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.92
8,1,2,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.74
8,2,3,0,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
19,7,0,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.67
14,6,2,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.8
8,2,1,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.47
26,6,2,0,0,0,2,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.67
25,1,4,1,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.45
16,2,0,1,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.44
13,5,4,0,0,0,2,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.78
9,6,1,1,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.31
26,0,1,0,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.95
22,3,0,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.85
11,7,3,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.49
14,5,3,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.35
24,4,0,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.82
9,3,3,1,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.97
17,3,2,0,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.62
25,3,0,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.77
14,1,4,0,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.83
21,4,2,1,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.36
11,1,0,1,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.76
26,0,3,1,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.71
24,1,1,0,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.91
18,4,2,0,0,0,2,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.59
23,2,3,0,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.73
11,5,0,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.73
20,8,1,1,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.48
16,2,3,0,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.6
11,6,3,1,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.44
9,4,4,1,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.34
14,2,2,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.43
15,8,0,1,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.72
14,0,1,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.7
14,1,2,1,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.55
24,6,1,1,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.69
11,6,0,0,0,0,4,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.88
8,8,4,1,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.84
21,7,2,1,0,0,6,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.44
9,7,3,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.6
22,5,1,0,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.74
14,3,1,0,0,0,2,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.94
14,2,0,0,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.66
12,5,0,1,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.34
11,8,0,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.47
17,8,2,0,0,0,8,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.41
8,4,2,0,0,0,7,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.5
10,5,3,0,0,0,7,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.3
22,1,0,0,0,0,0,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.92
21,8,2,0,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.82
14,4,1,1,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.4
18,0,0,0,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.52
12,6,4,1,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.41
24,5,2,0,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.61
21,2,4,0,0,0,0,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.9
24,7,4,0,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.39
9,5,3,0,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.58
13,5,3,1,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.29
26,4,1,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.81
25,7,3,1,0,0,6,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.9
19,7,2,1,0,0,6,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.67
18,6,4,0,0,0,1,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.74
9,3,4,0,0,0,8,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.49
12,6,1,0,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.57
19,3,0,1,0,0,5,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.27
16,8,3,0,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.29
16,3,3,1,0,0,1,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.39
8,0,2,1,0,0,1,0,[1],['Beasiswa BRI BRILiaN Scholarship'],3.69
13,7,3,1,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.75
15,7,4,1,0,0,3,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.68
22,6,0,0,0,0,5,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.3
17,2,3,0,0,0,7,2,[1],['Beasiswa BRI BRILiaN Scholarship'],3.94
24,5,0,0,0,0,4,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.91
8,7,2,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.42
8,6,3,1,0,0,8,0,[1],['Beasiswa BRI BRILiaN Scholarship'],4.0
21,6,0,0,0,0,0,1,[1],['Beasiswa BRI BRILiaN Scholarship'],3.73
