Column1;Volunteers;Internships;National_Honor;National_Top3;International_Honor;International_Top3;Certification;Professional_Certification;Scholarships;Scholarship_Type;Scholarship_Name;GPA
0;5;17;0;4;0;0;1;13;[12];[1];['Beasiswa Bakti BCA'];3.62
0;36;18;2;4;3;3;1;10;[12];[1];['Beasiswa Bakti BCA'];3.59
0;29;16;19;8;2;2;1;10;[12];[1];['Beasiswa Bakti BCA'];3.58
0;13;15;0;10;3;3;0;14;[12];[1];['Beasiswa Bakti BCA'];3.38
0;30;6;2;3;3;3;2;8;[12];[1];['Beasiswa Bakti BCA'];3.52
0;19;16;18;8;1;1;1;2;[12];[1];['Beasiswa Bakti BCA'];3.33
0;41;14;20;9;0;0;0;0;[12];[1];['Beasiswa Bakti BCA'];3.38
0;48;10;3;0;3;3;0;5;[12];[1];['Beasiswa Bakti BCA'];3.52
0;46;14;12;10;3;3;2;0;[12];[1];['Beasiswa Bakti BCA'];3.59
0;50;3;0;10;3;3;2;9;[12];[1];['Beasiswa Bakti BCA'];3.29
0;25;10;11;10;2;2;1;11;[12];[1];['Beasiswa Bakti BCA'];3.39
0;56;16;9;10;2;2;2;1;[12];[1];['Beasiswa Bakti BCA'];3.97
0;38;5;11;10;0;0;0;3;[12];[1];['Beasiswa Bakti BCA'];3.72
0;22;16;5;7;3;3;2;14;[12];[1];['Beasiswa Bakti BCA'];3.78
0;22;14;8;5;3;3;2;6;[12];[1];['Beasiswa Bakti BCA'];3.98
0;27;7;5;10;3;3;0;12;[12];[1];['Beasiswa Bakti BCA'];3.4
0;25;8;12;1;1;1;1;2;[12];[1];['Beasiswa Bakti BCA'];3.81
0;15;3;15;8;0;0;1;1;[12];[1];['Beasiswa Bakti BCA'];3.56
0;54;6;1;8;0;0;2;7;[12];[1];['Beasiswa Bakti BCA'];3.81
0;14;19;9;4;3;3;0;3;[12];[1];['Beasiswa Bakti BCA'];3.72
0;37;1;2;7;1;1;2;8;[12];[1];['Beasiswa Bakti BCA'];3.55
0;6;0;0;0;1;1;0;13;[12];[1];['Beasiswa Bakti BCA'];3.52
0;17;15;18;10;2;2;1;12;[12];[1];['Beasiswa Bakti BCA'];3.74
0;50;14;4;7;2;2;0;7;[12];[1];['Beasiswa Bakti BCA'];3.28
0;19;18;11;1;2;2;0;7;[12];[1];['Beasiswa Bakti BCA'];3.5
0;7;12;15;0;2;2;0;11;[12];[1];['Beasiswa Bakti BCA'];3.33
0;17;3;15;10;2;2;2;7;[12];[1];['Beasiswa Bakti BCA'];3.99
0;18;14;13;4;3;3;1;1;[12];[1];['Beasiswa Bakti BCA'];3.84
0;29;10;6;5;2;2;2;11;[12];[1];['Beasiswa Bakti BCA'];3.66
0;17;2;9;4;3;3;1;8;[12];[1];['Beasiswa Bakti BCA'];3.52
0;10;3;1;10;3;3;1;9;[12];[1];['Beasiswa Bakti BCA'];3.54
0;65;17;11;8;0;0;0;11;[12];[1];['Beasiswa Bakti BCA'];3.73
0;7;18;13;8;0;0;0;3;[12];[1];['Beasiswa Bakti BCA'];3.59
0;5;14;19;7;2;2;0;14;[12];[1];['Beasiswa Bakti BCA'];3.36
0;42;6;10;6;3;3;0;9;[12];[1];['Beasiswa Bakti BCA'];3.86
0;44;6;15;2;1;1;0;13;[12];[1];['Beasiswa Bakti BCA'];3.78
0;30;4;3;3;0;0;0;12;[12];[1];['Beasiswa Bakti BCA'];3.66
0;53;2;18;8;3;3;2;11;[12];[1];['Beasiswa Bakti BCA'];3.61
0;59;11;2;9;2;2;0;13;[12];[1];['Beasiswa Bakti BCA'];3.38
0;18;9;19;2;0;0;2;14;[12];[1];['Beasiswa Bakti BCA'];3.89
0;55;5;7;9;2;2;1;0;[12];[1];['Beasiswa Bakti BCA'];3.34
0;51;15;17;7;1;1;2;6;[12];[1];['Beasiswa Bakti BCA'];3.58
0;35;17;16;3;2;2;2;2;[12];[1];['Beasiswa Bakti BCA'];3.72
0;18;7;10;6;0;0;2;4;[12];[1];['Beasiswa Bakti BCA'];3.84
0;5;6;19;2;1;1;2;6;[12];[1];['Beasiswa Bakti BCA'];3.57
0;17;9;6;1;0;0;1;9;[12];[1];['Beasiswa Bakti BCA'];3.46
0;60;9;12;4;3;3;1;0;[12];[1];['Beasiswa Bakti BCA'];3.27
0;27;9;18;6;2;2;0;0;[12];[1];['Beasiswa Bakti BCA'];3.82
0;21;7;16;1;1;1;1;8;[12];[1];['Beasiswa Bakti BCA'];3.78
0;11;19;3;8;1;1;0;1;[12];[1];['Beasiswa Bakti BCA'];3.86
0;30;6;17;10;0;0;1;5;[12];[1];['Beasiswa Bakti BCA'];3.43
0;46;8;10;3;2;2;0;13;[12];[1];['Beasiswa Bakti BCA'];3.39
0;40;15;7;7;3;3;2;10;[12];[1];['Beasiswa Bakti BCA'];3.73
0;66;4;1;4;3;3;1;12;[12];[1];['Beasiswa Bakti BCA'];3.75
0;27;16;7;2;0;0;0;5;[12];[1];['Beasiswa Bakti BCA'];3.26
0;44;18;3;8;3;3;2;8;[12];[1];['Beasiswa Bakti BCA'];3.41
0;49;4;1;8;3;3;2;7;[12];[1];['Beasiswa Bakti BCA'];3.53
0;35;5;4;6;2;2;1;12;[12];[1];['Beasiswa Bakti BCA'];3.79
0;12;1;15;1;1;1;2;3;[12];[1];['Beasiswa Bakti BCA'];3.86
0;35;4;19;6;3;3;1;14;[12];[1];['Beasiswa Bakti BCA'];3.33
0;12;15;17;5;2;2;2;1;[12];[1];['Beasiswa Bakti BCA'];3.93
0;56;11;12;4;0;0;2;2;[12];[1];['Beasiswa Bakti BCA'];3.75
0;11;8;20;0;2;2;2;6;[12];[1];['Beasiswa Bakti BCA'];3.74
0;42;15;4;0;0;0;1;9;[12];[1];['Beasiswa Bakti BCA'];3.77
0;66;0;10;1;1;1;0;8;[12];[1];['Beasiswa Bakti BCA'];3.26
0;53;0;20;5;2;2;0;4;[12];[1];['Beasiswa Bakti BCA'];3.27
0;52;13;14;10;2;2;1;5;[12];[1];['Beasiswa Bakti BCA'];3.5
0;61;16;12;0;0;0;2;11;[12];[1];['Beasiswa Bakti BCA'];3.35
0;14;2;6;0;0;0;1;6;[12];[1];['Beasiswa Bakti BCA'];3.86
0;54;15;4;8;3;3;0;5;[12];[1];['Beasiswa Bakti BCA'];3.29
0;32;16;9;8;1;1;1;14;[12];[1];['Beasiswa Bakti BCA'];3.84
0;31;9;8;8;3;3;2;1;[12];[1];['Beasiswa Bakti BCA'];3.81
0;46;12;17;6;0;0;0;9;[12];[1];['Beasiswa Bakti BCA'];3.3
0;9;11;5;1;1;1;0;13;[12];[1];['Beasiswa Bakti BCA'];3.58
0;26;20;18;10;2;2;0;7;[12];[1];['Beasiswa Bakti BCA'];3.72
0;47;9;17;6;3;3;2;12;[12];[1];['Beasiswa Bakti BCA'];3.84
0;11;2;6;7;1;1;1;11;[12];[1];['Beasiswa Bakti BCA'];3.99
0;57;9;19;7;3;3;0;6;[12];[1];['Beasiswa Bakti BCA'];3.54
0;53;9;9;10;3;3;2;6;[12];[1];['Beasiswa Bakti BCA'];3.61
0;42;18;16;2;1;1;1;3;[12];[1];['Beasiswa Bakti BCA'];3.85
0;36;1;7;7;2;2;1;0;[12];[1];['Beasiswa Bakti BCA'];3.33
0;54;13;1;0;2;2;1;8;[12];[1];['Beasiswa Bakti BCA'];3.45
0;8;13;16;7;2;2;1;10;[12];[1];['Beasiswa Bakti BCA'];3.99
0;26;19;13;4;0;0;1;14;[12];[1];['Beasiswa Bakti BCA'];3.59
0;21;16;5;0;2;2;0;7;[12];[1];['Beasiswa Bakti BCA'];3.65
0;11;5;14;2;2;2;1;7;[12];[1];['Beasiswa Bakti BCA'];3.8
0;33;11;10;9;1;1;1;8;[12];[1];['Beasiswa Bakti BCA'];3.31
0;45;7;12;10;1;1;1;8;[12];[1];['Beasiswa Bakti BCA'];3.27
0;11;17;20;8;1;1;2;4;[12];[1];['Beasiswa Bakti BCA'];3.5
0;19;17;20;1;3;3;1;0;[12];[1];['Beasiswa Bakti BCA'];3.84
0;6;20;8;1;2;2;2;10;[12];[1];['Beasiswa Bakti BCA'];3.38
0;42;1;9;4;0;0;1;5;[12];[1];['Beasiswa Bakti BCA'];3.28
0;34;8;16;10;0;0;1;6;[12];[1];['Beasiswa Bakti BCA'];3.41
0;35;0;18;2;2;2;2;5;[12];[1];['Beasiswa Bakti BCA'];3.45
0;20;16;20;3;0;0;0;0;[12];[1];['Beasiswa Bakti BCA'];3.35
0;59;4;14;5;3;3;2;4;[12];[1];['Beasiswa Bakti BCA'];3.31
0;20;3;16;5;0;0;2;4;[12];[1];['Beasiswa Bakti BCA'];3.33
0;28;6;0;6;2;2;0;11;[12];[1];['Beasiswa Bakti BCA'];3.95
0;22;9;13;9;2;2;0;9;[12];[1];['Beasiswa Bakti BCA'];3.53
0;6;0;14;5;2;2;1;4;[12];[1];['Beasiswa Bakti BCA'];3.83
0;34;2;8;10;1;1;1;12;[12];[1];['Beasiswa Bakti BCA'];3.56
0;37;4;18;8;0;0;2;13;[12];[1];['Beasiswa Bakti BCA'];3.55
0;61;11;11;9;0;0;1;11;[12];[1];['Beasiswa Bakti BCA'];3.89
0;61;7;14;3;0;0;1;14;[12];[1];['Beasiswa Bakti BCA'];3.81
0;21;17;1;5;1;1;1;14;[12];[1];['Beasiswa Bakti BCA'];3.37
0;50;16;0;4;3;3;1;0;[12];[1];['Beasiswa Bakti BCA'];3.27
0;7;4;15;6;1;1;0;12;[12];[1];['Beasiswa Bakti BCA'];3.33
0;10;14;15;6;0;0;0;3;[12];[1];['Beasiswa Bakti BCA'];3.55
0;28;12;20;5;3;3;0;11;[12];[1];['Beasiswa Bakti BCA'];3.45
0;11;14;20;3;0;0;1;3;[12];[1];['Beasiswa Bakti BCA'];3.27
0;59;0;16;0;3;3;1;10;[12];[1];['Beasiswa Bakti BCA'];3.98
0;66;5;9;10;1;1;2;6;[12];[1];['Beasiswa Bakti BCA'];3.48
0;37;16;0;10;2;2;2;4;[12];[1];['Beasiswa Bakti BCA'];3.95
0;55;0;2;5;2;2;1;7;[12];[1];['Beasiswa Bakti BCA'];3.31
0;57;15;19;9;1;1;1;3;[12];[1];['Beasiswa Bakti BCA'];3.29
0;29;8;15;8;2;2;0;7;[12];[1];['Beasiswa Bakti BCA'];3.56
0;63;5;13;9;3;3;0;2;[12];[1];['Beasiswa Bakti BCA'];3.8
0;37;0;3;1;3;3;1;1;[12];[1];['Beasiswa Bakti BCA'];3.84
0;53;15;2;0;2;2;1;14;[12];[1];['Beasiswa Bakti BCA'];3.84
0;17;13;7;3;1;1;1;1;[12];[1];['Beasiswa Bakti BCA'];3.26
0;18;3;16;6;3;3;2;3;[12];[1];['Beasiswa Bakti BCA'];3.87
0;24;1;15;10;3;3;2;14;[12];[1];['Beasiswa Bakti BCA'];3.93
0;34;18;6;9;3;3;1;10;[12];[1];['Beasiswa Bakti BCA'];3.7
0;53;6;13;3;1;1;1;11;[12];[1];['Beasiswa Bakti BCA'];3.41
0;42;9;8;10;2;2;2;12;[12];[1];['Beasiswa Bakti BCA'];3.52
0;57;1;19;7;0;0;2;0;[12];[1];['Beasiswa Bakti BCA'];3.42
0;11;12;2;2;2;2;1;4;[12];[1];['Beasiswa Bakti BCA'];3.46
0;21;3;16;1;0;0;2;12;[12];[1];['Beasiswa Bakti BCA'];3.62
0;5;4;10;1;3;3;0;1;[12];[1];['Beasiswa Bakti BCA'];3.53
0;20;7;2;8;2;2;2;12;[12];[1];['Beasiswa Bakti BCA'];3.36
0;12;10;0;9;2;2;0;9;[12];[1];['Beasiswa Bakti BCA'];3.66
0;25;20;11;9;0;0;1;7;[12];[1];['Beasiswa Bakti BCA'];3.28
0;48;7;13;8;3;3;2;11;[12];[1];['Beasiswa Bakti BCA'];3.26
0;35;0;9;2;1;1;1;0;[12];[1];['Beasiswa Bakti BCA'];3.65
0;37;15;11;9;1;1;1;2;[12];[1];['Beasiswa Bakti BCA'];3.85
0;25;8;18;4;3;3;1;6;[12];[1];['Beasiswa Bakti BCA'];3.27
0;22;13;15;6;0;0;2;0;[12];[1];['Beasiswa Bakti BCA'];3.27
0;51;20;18;2;0;0;0;9;[12];[1];['Beasiswa Bakti BCA'];3.66
0;32;4;19;6;3;3;2;12;[12];[1];['Beasiswa Bakti BCA'];3.64
0;58;12;20;7;2;2;2;4;[12];[1];['Beasiswa Bakti BCA'];3.92
0;21;20;0;6;0;0;0;9;[12];[1];['Beasiswa Bakti BCA'];3.53
0;38;1;10;2;3;3;0;0;[12];[1];['Beasiswa Bakti BCA'];3.74
0;62;12;18;9;0;0;1;11;[12];[1];['Beasiswa Bakti BCA'];3.57
0;44;4;18;9;1;1;0;2;[12];[1];['Beasiswa Bakti BCA'];3.81
0;49;7;7;7;3;3;1;0;[12];[1];['Beasiswa Bakti BCA'];3.61
0;17;22;18;0;2;2;9;1;[16];[6];['Beasiswa Bank Indonesia'];3.11
0;39;2;16;15;2;2;4;2;[16];[6];['Beasiswa Bank Indonesia'];3.63
0;45;23;11;11;1;1;5;2;[16];[6];['Beasiswa Bank Indonesia'];3.81
0;48;27;6;5;2;2;5;0;[16];[6];['Beasiswa Bank Indonesia'];3.24
0;49;12;18;8;2;2;1;2;[16];[6];['Beasiswa Bank Indonesia'];3.23
0;33;10;11;11;2;2;14;1;[16];[6];['Beasiswa Bank Indonesia'];3.88
0;16;6;19;11;0;0;13;0;[16];[6];['Beasiswa Bank Indonesia'];3.92
0;40;27;2;9;1;1;1;2;[16];[6];['Beasiswa Bank Indonesia'];3.26
0;48;10;15;13;1;1;0;2;[16];[6];['Beasiswa Bank Indonesia'];3.98
0;37;11;1;10;2;2;2;0;[16];[6];['Beasiswa Bank Indonesia'];3.95
0;37;12;16;18;0;0;6;0;[16];[6];['Beasiswa Bank Indonesia'];3.05
0;28;26;19;10;0;0;8;1;[16];[6];['Beasiswa Bank Indonesia'];3.86
0;14;27;8;7;0;0;10;2;[16];[6];['Beasiswa Bank Indonesia'];3.73
0;39;0;7;6;0;0;10;1;[16];[6];['Beasiswa Bank Indonesia'];3.55
0;21;12;12;6;0;0;3;1;[16];[6];['Beasiswa Bank Indonesia'];3.95
0;31;15;18;16;0;0;3;1;[16];[6];['Beasiswa Bank Indonesia'];3.71
0;52;9;8;10;1;1;5;0;[16];[6];['Beasiswa Bank Indonesia'];3.84
0;12;7;20;2;0;0;13;2;[16];[6];['Beasiswa Bank Indonesia'];3.41
0;31;5;15;14;1;1;12;2;[16];[6];['Beasiswa Bank Indonesia'];3.6
0;36;17;8;17;0;0;9;1;[16];[6];['Beasiswa Bank Indonesia'];3.65
0;30;4;4;1;1;1;6;2;[16];[6];['Beasiswa Bank Indonesia'];3.59
0;43;7;12;15;0;0;3;2;[16];[6];['Beasiswa Bank Indonesia'];3.84
0;34;11;5;14;2;2;13;0;[16];[6];['Beasiswa Bank Indonesia'];3.77
0;40;23;12;8;0;0;3;1;[16];[6];['Beasiswa Bank Indonesia'];3.24
0;26;26;12;8;1;1;10;2;[16];[6];['Beasiswa Bank Indonesia'];3.21
0;38;6;4;9;2;2;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.57
0;34;22;0;11;1;1;2;1;[16];[6];['Beasiswa Bank Indonesia'];3.02
0;7;27;8;3;0;0;12;2;[16];[6];['Beasiswa Bank Indonesia'];3.83
0;39;26;14;18;2;2;11;0;[16];[6];['Beasiswa Bank Indonesia'];3.62
0;48;15;8;13;1;1;2;2;[16];[6];['Beasiswa Bank Indonesia'];4
0;45;2;15;11;0;0;7;1;[16];[6];['Beasiswa Bank Indonesia'];3.87
0;32;8;11;9;1;1;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.98
0;29;27;7;1;0;0;3;0;[16];[6];['Beasiswa Bank Indonesia'];3.88
0;44;1;19;1;2;2;0;0;[16];[6];['Beasiswa Bank Indonesia'];3.64
0;6;23;19;4;0;0;3;2;[16];[6];['Beasiswa Bank Indonesia'];3.05
0;26;20;4;4;2;2;2;2;[16];[6];['Beasiswa Bank Indonesia'];3.42
0;36;15;13;10;1;1;6;0;[16];[6];['Beasiswa Bank Indonesia'];3.04
0;34;22;14;4;1;1;11;2;[16];[6];['Beasiswa Bank Indonesia'];3.62
0;47;16;15;9;0;0;13;1;[16];[6];['Beasiswa Bank Indonesia'];3.37
0;13;21;14;4;0;0;2;0;[16];[6];['Beasiswa Bank Indonesia'];3.24
0;9;25;3;9;2;2;4;0;[16];[6];['Beasiswa Bank Indonesia'];3.93
0;25;13;13;3;1;1;12;2;[16];[6];['Beasiswa Bank Indonesia'];3.21
0;20;17;0;7;2;2;6;0;[16];[6];['Beasiswa Bank Indonesia'];3.36
0;17;27;12;12;2;2;6;1;[16];[6];['Beasiswa Bank Indonesia'];3.63
0;32;14;18;3;0;0;4;1;[16];[6];['Beasiswa Bank Indonesia'];3.75
0;24;18;7;0;2;2;5;1;[16];[6];['Beasiswa Bank Indonesia'];3.75
0;53;24;1;11;2;2;6;0;[16];[6];['Beasiswa Bank Indonesia'];3.96
0;32;9;19;6;2;2;3;0;[16];[6];['Beasiswa Bank Indonesia'];3.56
0;24;4;15;2;0;0;9;1;[16];[6];['Beasiswa Bank Indonesia'];3.94
0;8;11;15;7;2;2;8;2;[16];[6];['Beasiswa Bank Indonesia'];3.19
0;14;6;12;19;0;0;9;2;[16];[6];['Beasiswa Bank Indonesia'];3.34
0;53;7;16;10;1;1;13;2;[16];[6];['Beasiswa Bank Indonesia'];3.15
0;52;14;14;13;2;2;5;1;[16];[6];['Beasiswa Bank Indonesia'];3.01
0;28;19;18;0;2;2;7;0;[16];[6];['Beasiswa Bank Indonesia'];3.76
0;28;10;6;18;2;2;10;1;[16];[6];['Beasiswa Bank Indonesia'];3.74
0;14;1;14;16;2;2;5;0;[16];[6];['Beasiswa Bank Indonesia'];3.83
0;55;4;12;0;0;0;8;0;[16];[6];['Beasiswa Bank Indonesia'];3.2
0;24;24;10;2;2;2;9;0;[16];[6];['Beasiswa Bank Indonesia'];3.26
0;32;15;19;9;1;1;14;2;[16];[6];['Beasiswa Bank Indonesia'];3.4
0;29;6;11;15;0;0;2;2;[16];[6];['Beasiswa Bank Indonesia'];3.31
0;15;16;6;10;0;0;4;0;[16];[6];['Beasiswa Bank Indonesia'];3.74
0;39;15;2;8;1;1;3;1;[16];[6];['Beasiswa Bank Indonesia'];3.88
0;41;4;6;8;2;2;1;2;[16];[6];['Beasiswa Bank Indonesia'];3.24
0;39;9;0;8;0;0;0;2;[16];[6];['Beasiswa Bank Indonesia'];3.73
0;29;26;0;13;0;0;1;0;[16];[6];['Beasiswa Bank Indonesia'];3.55
0;31;24;8;5;2;2;14;1;[16];[6];['Beasiswa Bank Indonesia'];3.84
0;29;24;10;11;2;2;4;0;[16];[6];['Beasiswa Bank Indonesia'];3.31
0;8;3;5;11;0;0;5;0;[16];[6];['Beasiswa Bank Indonesia'];3.46
0;18;10;9;16;2;2;5;2;[16];[6];['Beasiswa Bank Indonesia'];3.44
0;55;14;7;5;0;0;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.97
0;32;7;4;7;1;1;3;0;[16];[6];['Beasiswa Bank Indonesia'];3.23
0;38;1;7;11;0;0;8;0;[16];[6];['Beasiswa Bank Indonesia'];3.8
0;8;7;15;1;1;1;4;2;[16];[6];['Beasiswa Bank Indonesia'];3.1
0;54;23;3;4;1;1;10;1;[16];[6];['Beasiswa Bank Indonesia'];3.73
0;35;2;2;4;0;0;4;1;[16];[6];['Beasiswa Bank Indonesia'];3.38
0;18;10;6;14;2;2;1;2;[16];[6];['Beasiswa Bank Indonesia'];3.39
0;22;16;7;0;0;0;7;1;[16];[6];['Beasiswa Bank Indonesia'];3.2
0;39;27;12;0;2;2;11;2;[16];[6];['Beasiswa Bank Indonesia'];3.47
0;42;9;13;4;2;2;10;1;[16];[6];['Beasiswa Bank Indonesia'];3.35
0;41;20;7;15;2;2;6;1;[16];[6];['Beasiswa Bank Indonesia'];3.83
0;39;22;19;12;1;1;4;0;[16];[6];['Beasiswa Bank Indonesia'];3.89
0;34;6;20;10;2;2;3;2;[16];[6];['Beasiswa Bank Indonesia'];3.32
0;24;12;16;12;2;2;9;0;[16];[6];['Beasiswa Bank Indonesia'];3.73
0;5;5;8;7;1;1;7;1;[16];[6];['Beasiswa Bank Indonesia'];3.19
0;18;1;2;8;0;0;9;2;[16];[6];['Beasiswa Bank Indonesia'];3.27
0;11;25;6;19;1;1;0;2;[16];[6];['Beasiswa Bank Indonesia'];3.15
0;12;25;6;17;0;0;2;1;[16];[6];['Beasiswa Bank Indonesia'];3.95
0;45;2;4;6;1;1;14;0;[16];[6];['Beasiswa Bank Indonesia'];3.74
0;10;24;13;12;1;1;8;2;[16];[6];['Beasiswa Bank Indonesia'];3.71
0;51;9;3;11;0;0;6;0;[16];[6];['Beasiswa Bank Indonesia'];3.33
0;53;20;5;3;2;2;8;1;[16];[6];['Beasiswa Bank Indonesia'];3.51
0;52;21;15;11;2;2;6;0;[16];[6];['Beasiswa Bank Indonesia'];3.08
0;30;7;0;17;1;1;9;1;[16];[6];['Beasiswa Bank Indonesia'];3.67
0;43;8;8;15;2;2;9;0;[16];[6];['Beasiswa Bank Indonesia'];3.75
0;31;25;2;16;2;2;14;2;[16];[6];['Beasiswa Bank Indonesia'];3.02
0;43;5;6;0;1;1;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.24
0;33;4;11;18;1;1;14;0;[16];[6];['Beasiswa Bank Indonesia'];3.88
0;31;2;10;15;0;0;12;0;[16];[6];['Beasiswa Bank Indonesia'];3.69
0;21;17;3;2;1;1;10;2;[16];[6];['Beasiswa Bank Indonesia'];3.73
0;34;16;7;0;2;2;1;0;[16];[6];['Beasiswa Bank Indonesia'];3.39
0;12;2;5;0;0;0;5;0;[16];[6];['Beasiswa Bank Indonesia'];3.16
0;55;12;1;12;0;0;8;0;[16];[6];['Beasiswa Bank Indonesia'];3.43
0;50;26;16;13;2;2;9;1;[16];[6];['Beasiswa Bank Indonesia'];3.32
0;49;19;15;14;0;0;13;0;[16];[6];['Beasiswa Bank Indonesia'];3.6
0;38;19;7;8;1;1;10;1;[16];[6];['Beasiswa Bank Indonesia'];3.21
0;45;22;0;8;1;1;11;1;[16];[6];['Beasiswa Bank Indonesia'];3.09
0;24;2;6;2;1;1;9;0;[16];[6];['Beasiswa Bank Indonesia'];3.33
0;4;0;11;4;0;0;3;0;[16];[6];['Beasiswa Bank Indonesia'];3.72
0;50;1;3;9;1;1;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.67
0;18;26;5;19;2;2;4;2;[16];[6];['Beasiswa Bank Indonesia'];3.7
0;18;8;3;12;2;2;14;2;[16];[6];['Beasiswa Bank Indonesia'];3.31
0;21;26;9;9;1;1;9;0;[16];[6];['Beasiswa Bank Indonesia'];3.11
0;49;22;9;16;0;0;13;2;[16];[6];['Beasiswa Bank Indonesia'];3.21
0;12;22;8;19;2;2;8;2;[16];[6];['Beasiswa Bank Indonesia'];3.8
0;15;22;11;16;1;1;10;1;[16];[6];['Beasiswa Bank Indonesia'];3.33
0;6;22;6;6;2;2;3;0;[16];[6];['Beasiswa Bank Indonesia'];3.47
0;27;14;8;8;0;0;8;2;[16];[6];['Beasiswa Bank Indonesia'];3.48
0;27;4;9;16;1;1;4;1;[16];[6];['Beasiswa Bank Indonesia'];3.8
0;53;12;8;7;2;2;14;1;[16];[6];['Beasiswa Bank Indonesia'];3.36
0;51;12;14;3;2;2;10;0;[16];[6];['Beasiswa Bank Indonesia'];3.42
0;14;10;5;15;0;0;4;2;[16];[6];['Beasiswa Bank Indonesia'];3.28
0;33;14;8;8;1;1;5;0;[16];[6];['Beasiswa Bank Indonesia'];3.21
0;13;26;2;7;1;1;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.3
0;30;27;10;3;1;1;11;2;[16];[6];['Beasiswa Bank Indonesia'];3.7
0;43;0;1;8;2;2;11;0;[16];[6];['Beasiswa Bank Indonesia'];3.07
0;54;16;18;16;1;1;14;2;[16];[6];['Beasiswa Bank Indonesia'];3.95
0;29;18;8;0;1;1;9;1;[16];[6];['Beasiswa Bank Indonesia'];3.68
0;40;14;12;15;2;2;6;0;[16];[6];['Beasiswa Bank Indonesia'];3.95
0;51;19;17;14;2;2;6;1;[16];[6];['Beasiswa Bank Indonesia'];3.62
0;50;17;19;15;0;0;6;1;[16];[6];['Beasiswa Bank Indonesia'];3.79
0;50;24;11;12;1;1;3;1;[16];[6];['Beasiswa Bank Indonesia'];3.95
0;27;10;2;4;2;2;0;2;[16];[6];['Beasiswa Bank Indonesia'];3.75
0;48;27;11;4;1;1;11;2;[16];[6];['Beasiswa Bank Indonesia'];3.77
0;24;7;2;10;2;2;7;2;[16];[6];['Beasiswa Bank Indonesia'];3.11
0;16;21;13;3;2;2;7;2;[16];[6];['Beasiswa Bank Indonesia'];3.11
0;39;25;12;15;0;0;10;1;[16];[6];['Beasiswa Bank Indonesia'];3.27
0;38;15;10;18;1;1;2;0;[16];[6];['Beasiswa Bank Indonesia'];3.43
0;35;2;19;17;2;2;6;1;[16];[6];['Beasiswa Bank Indonesia'];3.72
0;40;9;19;13;1;1;2;2;[16];[6];['Beasiswa Bank Indonesia'];3.86
0;43;22;2;3;2;2;12;2;[16];[6];['Beasiswa Bank Indonesia'];3.96
0;4;5;12;0;0;0;3;1;[16];[6];['Beasiswa Bank Indonesia'];3.44
0;15;24;14;2;0;0;7;0;[16];[6];['Beasiswa Bank Indonesia'];3.76
0;44;16;19;19;1;1;13;2;[16];[6];['Beasiswa Bank Indonesia'];3.62
0;14;11;13;8;2;2;11;0;[16];[6];['Beasiswa Bank Indonesia'];3.75
0;24;18;11;19;2;2;2;2;[16];[6];['Beasiswa Bank Indonesia'];3.21
0;40;12;19;16;0;0;0;0;[16];[6];['Beasiswa Bank Indonesia'];3.32
0;33;27;0;1;0;0;9;0;[16];[6];['Beasiswa Bank Indonesia'];3.24
0;42;2;0;1;2;2;8;1;[16];[6];['Beasiswa Bank Indonesia'];3.46
0;5;0;8;13;2;2;12;2;[16];[6];['Beasiswa Bank Indonesia'];3.03
0;47;1;15;10;0;0;0;2;[16];[6];['Beasiswa Bank Indonesia'];3.83
0;6;13;5;10;1;1;11;0;[16];[6];['Beasiswa Bank Indonesia'];3.97
0;26;3;10;6;1;1;6;1;[16];[6];['Beasiswa Bank Indonesia'];3.49
0;51;8;19;10;1;1;1;1;[16];[6];['Beasiswa Bank Indonesia'];3.29
0;14;11;13;16;0;0;1;0;[16];[6];['Beasiswa Bank Indonesia'];3.45
0;11;23;17;4;0;0;0;2;[16];[6];['Beasiswa Bank Indonesia'];3.34
0;7;4;5;9;1;1;12;2;[16];[6];['Beasiswa Bank Indonesia'];3.24
0;26;22;3;2;2;2;5;1;[16];[6];['Beasiswa Bank Indonesia'];3.49
0;33;5;19;17;2;2;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.27
0;50;27;14;19;1;1;2;0;[16];[6];['Beasiswa Bank Indonesia'];3.09
0;5;5;17;1;2;2;0;1;[16];[6];['Beasiswa Bank Indonesia'];3.83
0;48;2;4;3;0;0;5;2;[16];[6];['Beasiswa Bank Indonesia'];3.01
0;39;2;12;14;0;0;5;1;[16];[6];['Beasiswa Bank Indonesia'];3.26
0;20;14;14;4;2;2;0;1;[16];[6];['Beasiswa Bank Indonesia'];3.85
0;25;13;10;5;0;0;12;1;[16];[6];['Beasiswa Bank Indonesia'];3.16
0;8;24;2;3;2;2;1;0;[16];[6];['Beasiswa Bank Indonesia'];3.97
0;26;6;1;19;1;1;1;1;[16];[6];['Beasiswa Bank Indonesia'];3.28
0;24;17;4;5;2;2;1;1;[16];[6];['Beasiswa Bank Indonesia'];3.1
